"id","accounting_method","actual_completion_date","approval_letter_date","approved_change_orders","contract_date","contract_start_date","contract_estimated_completion_date","created_at","custom_fields","deleted_at","description","exclusions","executed","execution_date","grand_total","inclusions","issued_on_date","letter_of_intent_date","number","origin_data","origin_code","origin_id","pending_change_orders","pending_revised_contract","percentage_paid","private","remaining_balance_outstanding","requisitions_are_enabled","retainage_percent","returned_date","revised_contract","signed_contract_received_date","status","title","total_draw_requests_amount","total_payments","total_requisitions_amount","updated_at","vendor_id","vendor_company","infoJson","ProjectID","DateUpdated","custom_fields_v2","CompanyID"
5913317,amount,,,1280.00,,,,2020-11-24 23:45:06.000,"{""Subcontract Type "":"""",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,520.00,"",,,"4200058","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""04"",""SCMST_VEN_CODE"":""BLOEL010"",""SCMST_CONT_CODE"":""4200058"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""4200058"",""SCMST_CONT_AMT"":520.0,""SCMST_DATE"":""2020-10-19T00:00:00"",""SCMST_NAME"":""4200058 - PIG TAILS"",""SCMST_ORASEQ"":""44991964"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-10-19T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_HLDBK_PC"":0.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""330744""}}","4200058","4200058-44991964",0.00,1800.00,100.00,true,0.00,true,0.00,,1800.00,,Approved,"4200058 - PIG TAILS",0.00,1800.00,1800.00,2022-09-07 16:25:58.000,16746225,BLOCK ELECTRIC CO INC *,,1136614,2022-09-08 09:06:37.113,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
5913320,amount,,,0.00,,,,2020-11-24 23:45:15.000,"{""Subcontract Type "":"""",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,4285.00,"",,,"4200058","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""04"",""SCMST_VEN_CODE"":""CAPGL010"",""SCMST_CONT_CODE"":""4200058"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""4200058"",""SCMST_CONT_AMT"":4285.0,""SCMST_DATE"":""2020-1","4200058","4200058-45039701",0.00,4285.00,100.00,true,0.00,true,0.00,,4285.00,,Approved,"4200058 - GLASS",0.00,4285.00,4285.00,2021-10-27 14:40:12.000,16731172,CAPITOL GLASS & ARCHITECTURAL METALS INC,,1136614,2021-12-08 18:01:17.503,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
5913321,amount,,,0.00,,,,2020-11-24 23:45:22.000,"{""Subcontract Type "":"""",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,117717.00,"",,,"4200058","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""04"",""SCMST_VEN_CODE"":""CLCOA010"",""SCMST_CONT_CODE"":""4200058"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""4200058"",""SCMST_CONT_AMT"":117717.0,""SCMST_DATE"":""2020-10-05T00:00:00"",""SCMST_NAME"":""4200058 - PAINTING"",""SCMST_ORASEQ"":""44821604"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-10-05T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_HLDBK_PC"":0.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""329831""}}","4200058","4200058-44821604",0.00,117717.00,100.00,true,0.00,true,0.00,,117717.00,,Approved,"4200058 - PAINTING",0.00,117717.00,117717.00,2022-09-07 16:26:34.000,16750131,C L COATINGS LLC,,1136614,2022-09-08 09:06:37.113,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
5913322,amount,,,-18409.00,,,,2020-11-24 23:45:25.000,"{""Subcontract Type "":"""",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,39640.00,"",,,"4200058","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""04"",""SCMST_VEN_CODE"":""DESEQ010"",""SCMST_CONT_CODE"":""4200058"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""4200058"",""SCMST_CONT_AMT"":39640.0,""SCMST_DATE"":""2020-09-18T00:00:00"",""SCMST_NAME"":""4200058 - CANOPIES"",""SCMST_ORASEQ"":""44535390"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-09-18T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_HLDBK_PC"":0.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""328549""}}","4200058","4200058-44535390",0.00,21231.00,100.00,true,0.00,true,0.00,,21231.00,,Approved,"4200058 - CANOPIES",0.00,21231.00,21231.00,2022-09-07 16:27:12.000,16753712,DESIGNED EQUIPMENT CORP **,,1136614,2022-09-08 09:06:37.113,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
5913325,amount,,,8450.00,,,,2020-11-24 23:45:28.000,"{""Subcontract Type "":"""",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,30000.00,"",,,"4200058","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""04"",""SCMST_VEN_CODE"":""IACCO010"",""SCMST_CONT_CODE"":""4200058"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""4200058"",""SCMST_CONT_AMT"":30000.0,""SCMST_DATE"":""2020-09-02T00:00:00"",""SCMST_NAME"":""4200058 - POTTERS"",""SCMST_ORASEQ"":""44179500"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-09-02T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_HLDBK_PC"":0.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""327185""}}","4200058","4200058-44179500",0.00,38450.00,100.00,true,0.00,true,0.00,,38450.00,,Approved,"4200058 - POTTERS",0.00,38450.00,38450.00,2022-09-07 16:23:17.000,17755115,POTTER IACUNATO CONCRETE CONSTR INC *,,1136614,2022-09-08 09:06:37.113,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
5913357,amount,,,0.00,,,,2020-11-24 23:50:23.000,"{""Subcontract Type "":"""",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,38710.00,"",,,"4200058","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""04"",""SCMST_VEN_CODE"":""POPRO010"",""SCMST_CONT_CODE"":""4200058"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""4200058"",""SCMST_CONT_AMT"":38710.0,""SCMST_DATE"":""2020-11-10T00:00:00"",""SCMST_NAME"":""4200058 - WATERPROOFING"",""SCMST_ORASEQ"":""45373417"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-11-10T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_HLDBK_PC"":0.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""332862""}}","4200058","4200058-45373417",0.00,38710.00,100.00,true,0.00,true,10.00,,38710.00,,Approved,"4200058 - WATERPROOFING",0.00,38710.00,38710.00,2022-09-07 16:29:03.000,16735193,SEAL TIGHT EXTERIORS INC,,1136614,2022-09-08 09:06:37.113,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
5913359,amount,,,-495.70,,,,2020-11-24 23:50:26.000,"{""Subcontract Type "":"""",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,29340.70,"",,,"4200058","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""04"",""SCMST_VEN_CODE"":""USAHO010"",""SCMST_CONT_CODE"":""4200058"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""4200058"",""SCMST_CONT_AMT"":29340.7,""SCMST_DATE"":""2020-06-16T00:00:00"",""SCMST_NAME"":""4200058 - USA HOIST"",""SCMST_ORASEQ"":""43034054"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-06-16T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_HLDBK_PC"":0.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""321829""}}","4200058","4200058-43034054",0.00,28845.00,100.00,true,0.00,true,0.00,,28845.00,,Approved,"4200058 - USA HOIST",0.00,28845.00,28845.00,2022-09-07 16:30:00.000,16752550,USA HOIST CO INC,,1136614,2022-09-08 09:06:37.113,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
5929248,amount,,,0.00,2020-12-01 00:00:00.000,,,2020-12-01 15:33:33.000,"{""Subcontract Type "":""Standard Subcontract with Exhibits"",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,12220.00,"<p>Drop ceiling</p>
<p>Drywall </p>
<p>Daily Cleanup </p>",,,SC-4200030-009,,,"4200030-45671423",0.00,12220.00,100.00,true,0.00,true,10.00,,12220.00,2020-12-02 00:00:00.000,Approved,Carpentry,0.00,12220.00,12220.00,2021-10-27 14:34:10.000,16751997,ESCARPITA CONSTRUCTION CO,,1129288,2021-12-08 18:01:17.986,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165948,""label"":""Standard Subcontract with Exhibits""}},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_251728"":{""data_type"":""decimal"",""value"":null}}",11109
5943967,amount,,,0.00,2020-12-03 00:00:00.000,,,2020-12-03 18:57:17.000,"{""Subcontract Type "":""Standard Subcontract with Exhibits"",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,2250.00,<p>Prep and Paint walls in entire space</p>,,,SC-4200030-010,,,"4200030-45684477",0.00,2250.00,100.00,true,0.00,true,10.00,,2250.00,2020-12-03 00:00:00.000,Approved,Painting,0.00,2250.00,2250.00,2021-10-27 14:36:44.000,17754081,CELTIC COMMERICAL PAINTING *,,1129288,2021-12-08 18:01:17.986,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165948,""label"":""Standard Subcontract with Exhibits""}},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_251728"":{""data_type"":""decimal"",""value"":null}}",11109
5958257,amount,,,-21985.00,,,,2020-12-07 22:15:44.000,"{""Subcontract Type "":"""",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,49860.00,"",,,"4200058","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""04"",""SCMST_VEN_CODE"":""STOMO010"",""SCMST_CONT_CODE"":""4200058"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""4200058"",""SCMST_CONT_AMT"":49860.0,""SCMST_DATE"":""2020-","4200058","4200058-45605929",0.00,27875.00,100.00,true,0.00,true,0.00,,27875.00,,Approved,"4200058 - EQUIPMENT RENTAL",0.00,27875.00,27875.00,2022-01-07 19:44:18.000,16749219,STONE MOUNTAIN ACCESS GROUP INC *,,1136614,2022-02-21 09:56:35.766,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
5967274,amount,,,0.00,2020-12-09 00:00:00.000,,,2020-12-09 14:38:02.000,"{""Subcontract Type "":""Subcontract Work Authorization Document"",""Billing Date"":"""",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,1532.00,"",,,SC-4200030-011,,,"4200030-45737869",0.00,1532.00,100.00,true,0.00,true,0.00,,1532.00,2020-12-09 00:00:00.000,Approved,Electric,0.00,1532.00,1532.00,2021-10-27 14:31:18.000,16746225,BLOCK ELECTRIC CO INC *,,1129288,2021-12-08 18:01:17.986,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165950,""label"":""Subcontract Work Authorization Document""}},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_251728"":{""data_type"":""decimal"",""value"":null}}",11109
5999111,amount,,,-454.65,,,,2020-12-16 14:28:14.000,"{""Subcontract Type "":"""",""Billing Date"":""20th"",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,"","",true,,6045.00,"",,,"4200058",,,"4200058-45861824",0.00,5590.35,100.00,true,0.00,true,0.00,,5590.35,,Approved,Concrete,0.00,5590.35,5590.35,2022-09-07 16:28:02.000,17211990,B & A CONCRETE RESTORATION LLC,,1136614,2022-09-08 09:06:37.113,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":""20th""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6112778,amount,,,0.00,2021-01-18 00:00:00.000,2021-02-28,2021-12-31,2021-01-18 18:02:25.000,"{""Subcontract Type "":""Standard Subcontract"",""Billing Date"":""20th"",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""Yes"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,<p>test test</p>,<p>test</p>,true,,5530.00,<p>tet</p>,,,SC-1234-003,,,,0.00,5530.00,0.00,true,5530.00,true,10.00,,5530.00,2021-01-18 00:00:00.000,Approved,Painting,0.00,0.00,4977.00,2022-09-21 20:02:21.000,8274931,Subcontractor TEST Company,,474920,2022-09-22 08:11:45.390,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165951,""label"":""Standard Subcontract""}},""custom_field_222573"":{""data_type"":""string"",""value"":""20th""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":true},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":false},""custom_field_251686"":{""data_type"":""boolean"",""value"":true},""custom_field_251687"":{""data_type"":""boolean"",""value"":false},""custom_field_251688"":{""data_type"":""vendor"",""value"":{""id"":22530882,""label"":""N/A""}},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":""100""},""custom_field_261503"":{""data_type"":""string"",""value"":""""}}",11109
6126408,amount,,,0.00,2021-01-20 00:00:00.000,2021-01-27,2022-01-31,2021-01-20 20:32:07.000,"{""Subcontract Type "":""Purchase Agreement"",""Billing Date"":""20th"",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""Yes"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,<p>test</p>,<p>etes</p>,true,,2580000.00,<p>test</p>,,,SC-1234-004,,,,0.00,2580000.00,0.00,true,2580000.00,true,10.00,,2580000.00,,Out For Signature,Electrical,0.00,0.00,0.00,2022-08-17 14:37:42.000,17211990,B & A CONCRETE RESTORATION LLC,,474920,2022-08-18 08:49:25.380,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165947,""label"":""Purchase Agreement""}},""custom_field_222573"":{""data_type"":""string"",""value"":""20th""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":true},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":false},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6174234,amount,,,0.00,2021-02-01 00:00:00.000,2021-03-25,2022-02-28,2021-02-01 14:47:09.000,"{""Subcontract Type "":""Standard Subcontract"",""Billing Date"":""20th"",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No""}",,<p>test electrical</p>,<p>test</p>,true,,250000.00,<p>test</p>,,,SC-1234-005,,,,0.00,250000.00,0.00,true,250000.00,true,10.00,,250000.00,2021-02-01 00:00:00.000,Approved,Electrical,0.00,0.00,0.00,2021-10-08 16:35:15.000,8274931,Subcontractor TEST Company,,474920,2022-03-08 13:00:26.586,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165951,""label"":""Standard Subcontract""}},""custom_field_222573"":{""data_type"":""string"",""value"":""20th""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
